id,year,paper,question_no,question_text,word_limit,marks,topic_hint,source_url
1542,2025,Indian Express - Entertainment,1542,The Girlfriend review: Rashmika Mandanna elevates the film with grace and vulnerability,,,Rashmika Mandanna,https://indianexpress.com/article/entertainment/movie-review/the-girlfriend-movie-review-rashmika-mandanna-elevates-the-film-with-grace-and-vulnerability-10351712/
1543,2025,Indian Express - Entertainment,1543,"Grammy 2026 complete nomination list: Kendrick Lamar leads with 9 noms; Lady Gaga, Jack Antonoff and Cirkut get seven each",,,,https://indianexpress.com/article/entertainment/music/kendrick-lamar-leads-2026-grammy-nominations-followed-by-lady-gaga-jack-antonoff-cirkut-10352534/
1544,2025,Indian Express - Entertainment,1544,Mark teaser: Kichcha Sudeep faces an army of gangsters in his next big action thriller,,,,https://indianexpress.com/article/entertainment/regional/mark-teaser-kichcha-sudeep-faces-an-army-of-gangsters-in-his-next-big-action-thriller-10352207/
1545,2025,Indian Express - Entertainment,1545,"Gouri Kishan calls out sexist question from media on her weight; gets Pa Ranjith, Kushboo Sundar, Chinmayi Sripaada’s support: ‘Don’t need your validation’",,,tamil cinema;Tamil film industry,https://indianexpress.com/article/entertainment/tamil/gouri-kishan-calls-out-sexist-question-from-media-on-her-weight-gets-pa-ranjith-kushboo-sundar-chinmayi-sripaadas-support-10351327/
1546,2025,Indian Express - Entertainment,1546,Ilaiyaraaja hits out at film producers for selling his songs to music labels: ‘They cannot sell the rights of songs without my express consent’,,,,https://indianexpress.com/article/entertainment/tamil/ilaiyaraaja-hits-out-at-film-producers-for-selling-his-songs-to-music-labels-they-cannot-sell-the-rights-10351403/
1547,2025,Indian Express - Entertainment,1547,"Kamal Haasan: A director driven by conviction, not convenience",,,Kamal Haasan,https://indianexpress.com/article/entertainment/tamil/kamal-haasan-the-director-driven-by-conviction-not-convenience-10350560/
1548,2025,Indian Express - Entertainment,1548,"Tamil cinema’s first superstar dined on gold plates, his film Haridas ran in theatres for 784 days; was jailed for killing journalist",,,Express Premium;tamil cinema;Tamil film industry,https://indianexpress.com/article/entertainment/tamil/tamil-cinema-first-superstar-mk-thyagaraja-bhagavathar-spent-30-months-in-jail-for-killing-journalist-10237398/
1549,2025,Indian Express - Entertainment,1549,Rashmika Mandanna says she’ll marry Vijay Deverakonda amid February wedding rumours: ‘I will take a bullet for him’,,,Rashmika Mandanna,https://indianexpress.com/article/entertainment/telugu/rashmika-mandanna-opens-up-about-her-idea-of-love-i-would-take-a-bullet-for-him-any-day-10351891/
1550,2025,Indian Express - Entertainment,1550,"Samantha Ruth Prabhu ‘celebrates small wins’ by hugging rumoured boyfriend Raj Nidimoru, see pictures",,,Shared post,https://indianexpress.com/article/entertainment/telugu/samantha-ruth-prabhu-celebrates-small-wins-by-hugging-rumoured-boyfriend-raj-nidimoru-see-pictures-10352081/
1551,2025,Indian Express - Entertainment,1551,What to watch on OTT: Oscar-winner Guillermo del Toro’s adaptation of Frankenstein & Marvel Studios’ ‘The Fantastic Four: First Steps’,,,,https://indianexpress.com/article/entertainment/web-series/what-to-watch-on-ott-oscar-winner-guillermo-del-toros-adaptation-of-frankenstein-marvel-studios-the-fantastic-four-first-steps-10351232/
1552,2025,Indian Express - Entertainment,1552,2002 was the year of Devdas and Company: Bhansali baroque vs RGV’s grit,,,25 years of Indian Cinema;Shah Rukh Khan,https://indianexpress.com/article/entertainment/bollywood/2002-was-the-year-of-devdas-and-company-bhansali-baroque-vs-rgvs-grit-10350664/
1553,2025,Indian Express - Entertainment,1553,"Anunay Sood’s girlfriend Shivani says, ‘trying to understand life without you’; Las Vegas Police file ‘non-criminal’ report as influencer found dead",,,A post shared by ANUNAY SOOD | India 🇮🇳 (@anunaysood),https://indianexpress.com/article/entertainment/bollywood/anunay-soods-girlfriend-shivani-says-trying-to-understand-life-without-you-las-vegas-police-say-non-criminal-report-filed-influencer-found-dead-10350981/
1554,2025,Indian Express - Entertainment,1554,"Aryan Khan set to direct Shah Rukh Khan in feature film, expected to go on floors in 2027: report",,,Aryan Khan;Shah Rukh Khan,https://indianexpress.com/article/entertainment/bollywood/aryan-khan-set-to-direct-shah-rukh-khan-in-feature-film-expected-to-go-on-floors-in-2027-report-10350107/
1555,2025,Indian Express - Entertainment,1555,Mona Singh recalls crying over Laal Singh Chaddha’s failure at Aamir Khan’s house: ‘He said this is what movie business is about’,,,Aamir Khan;Mona Singh,https://indianexpress.com/article/entertainment/bollywood/exclusive-mona-singh-recalls-crying-over-laal-singh-chaddhas-failure-at-aamir-khans-house-he-said-this-is-what-movie-business-is-about-10351096/
1556,2025,Indian Express - Entertainment,1556,"When new mom Katrina Kaif revealed father was ‘not an influence, not a part of family’, learnt to be ‘non-judgemental’ from mother: ‘I haven’t met him since’",,,Katrina Kaif;Ranbir Kapoor;salman khan;vicky kaushal,https://indianexpress.com/article/entertainment/bollywood/katrina-kaif-father-not-an-influence-not-a-part-of-family-non-judgemental-from-mother-never-met-him-since-10351102/
1557,2025,Indian Express - Entertainment,1557,"Katrina Kaif, Vicky Kaushal welcome baby boy: ‘Our bundle of joy has arrived’; Sunny Kaushal says ‘main chacha ban gaya’",,,A post shared by Vicky Kaushal (@vickykaushal09),https://indianexpress.com/article/entertainment/bollywood/katrina-kaif-vicky-kaushal-welcome-baby-boy-10285367/
1558,2025,Indian Express - Entertainment,1558,"Mona Singh says Aryan Khan refused to smile even at The B***ds of Bollywood premiere, talks about kissing Bobby Deol: ‘I died after seeing the costume’",,,Aryan Khan;Bobby Deol;bollywood;Mona Singh,https://indianexpress.com/article/entertainment/bollywood/mona-singh-says-aryan-khan-refused-to-smile-even-at-bds-of-bollywood-premiere-talks-about-kissing-bobby-deol-i-died-after-seeing-the-costume-10350906/
1559,2025,Indian Express - Entertainment,1559,"‘I realised fathers can also love their kids after moving to Mumbai’: Nawazuddin Siddiqui on relationship with dad, says inherited insecurity and anger from him",,,bollywood;Nawazuddin Siddiqui,https://indianexpress.com/article/entertainment/bollywood/nawazuddin-siddiqui-on-inheriting-insecurities-and-anger-from-father-says-he-never-wanted-to-be-like-him-he-failed-a-lot-in-his-life-10350720/
1560,2025,Indian Express - Entertainment,1560,"Salman Khan agreed to play Aishwarya Rai’s brother’s role in Josh; Shah Rukh Khan, Aamir Khan left film: producer",,,Aamir Khan;aishwarya rai bachchan;salman khan;Shah Rukh Khan,https://indianexpress.com/article/entertainment/bollywood/salman-khan-offered-aishwarya-rai-brother-role-in-josh-shah-rukh-khan-aamir-wanted-to-play-lead-10351028/
1561,2025,Indian Express - Entertainment,1561,"Shah Rukh Khan, worth $1.4 bn, would say ‘kahan hai mere pass itna paisa’, recalls producer: ‘He worked hard, did ads, danced at weddings’",,,Baazigar;Shah Rukh Khan,https://indianexpress.com/article/entertainment/bollywood/shah-rukh-khan-worth-over-1-billion-would-say-kahan-hai-mere-pass-itna-paisa-would-dance-at-weddings-10350888/
1562,2025,Indian Express - Entertainment,1562,Veteran actor-singer Sulakshana Pandit dies at 71,,,,https://indianexpress.com/article/entertainment/bollywood/veteran-actor-singer-sulakshana-pandit-dies-at-71-10350706/
1563,2025,Indian Express - Entertainment,1563,"Sulakshana Pandit dies: ‘First love’ Sanjeev Kumar’s death shattered her, family shielded her from tragic news of sister’s murder for decades",,,Jeetendra;Lalit Pandit;Sanjeev Kumar,https://indianexpress.com/article/entertainment/bollywood/who-was-actor-singer-sulakshana-pandit-first-love-sanjeev-kumar-death-shattered-her-family-shielded-her-from-sister-murder-news-10350797/
1564,2025,Indian Express - Entertainment,1564,"Zarine Khan, Sanjay Khan’s wife and mother of Zayed Khan, dies at 81",,,Zarine Khan,https://indianexpress.com/article/entertainment/bollywood/zarine-khan-sanjay-khans-wife-and-mother-of-zayed-khan-dies-at-81-10351117/
1565,2025,Indian Express - Entertainment,1565,"A coach and his football team brought black and white communities together amid racial tension, inspired Denzel Washington film",,,Denzel Washington;hollywood;hollywood news,https://indianexpress.com/article/entertainment/hollywood/a-coach-and-his-football-team-brought-black-and-white-communities-together-inspired-a-denzel-washington-film-10349977/
1566,2025,Indian Express - Entertainment,1566,"Amid harassement claims, Millie Bobby Brown hugs David Harbour at Stranger Things premiere",,,hollywood;Netflix;Stranger Things,https://indianexpress.com/article/entertainment/hollywood/after-accusing-david-harbour-of-bullying-and-harassment-millie-bobby-brown-spotted-hugging-him-at-stranger-things-premiere-10350798/
1567,2025,Indian Express - Entertainment,1567,Jennifer Lawrence says she didn’t need an intimacy coordinator with Robert Pattinson: ‘He is not pervy’,,,hollywood;Hollywood films;Jennifer Lawrence;Jennifer Lawrence films;robert pattinson;Robert Pattinson films,https://indianexpress.com/article/entertainment/hollywood/jennifer-lawrence-says-she-didnt-need-an-intimacy-coordinator-with-robert-pattinson-he-is-not-pervy-10349888/
1568,2025,Indian Express - Entertainment,1568,Michael Jackson’s nephew Jaafar Jackson to play the king of pop in his biopic. Watch teaser,,,hollywood;hollywood news;michael jackson,https://indianexpress.com/article/entertainment/hollywood/michael-jacksons-nephew-jaafar-jackson-to-play-the-king-of-pop-in-his-biopic-watch-teaser-10350048/
1569,2025,Indian Express - Entertainment,1569,Mammootty’s co-star changed her name and religion; was disappointed at being replaced from a big film; quit acting to become accountant in US,,,Mammootty,https://indianexpress.com/article/entertainment/malayalam/mammoottys-heroine-mathu-changed-her-name-and-religion-was-disappointed-at-being-replaced-from-a-big-film-10349874/
1570,2025,Indian Express - Entertainment,1570,Frankenstein review: Guillermo del Toro infuses humanity into the classic horror tale,,,film review;Movie Review;review,https://indianexpress.com/article/entertainment/movie-review/frankenstein-movie-review-guillermo-del-toro-infuses-humanity-into-the-classic-horror-tale-10351181/
1571,2025,Indian Express - Entertainment,1571,Predator Badlands review: Elle Fanning shines in taut film,,,,https://indianexpress.com/article/entertainment/movie-review/predator-badlands-movie-review-elle-fanning-shines-in-taut-film-10351208/
1572,2025,Indian Express - Entertainment,1572,Man who started and lost India’s first low-cost airline: His flight of fancy earned Suriya a National Award but crash-landed for Akshay Kumar,,,Akshay Kumar;Captain Gopinath;Surya,https://indianexpress.com/article/entertainment/tamil/air-deccan-captain-gr-gopinath-flight-of-fancy-earned-suriya-a-national-award-but-crash-landed-for-akshay-kumar-10349843/
1573,2025,Indian Express - Entertainment,1573,Ajith claims ‘people using it to set me up against Vijay’ after his Karur tragedy remark: ‘Refrain’,,,Ajith Kumar;tamil cinema;Vijay,https://indianexpress.com/article/entertainment/tamil/ajith-clarifies-karur-tragedy-remark-says-attempts-are-being-made-to-set-him-up-against-vijay-10350029/
1574,2025,Indian Express - Entertainment,1574,"Bigg Boss 19: Tanya Mittal and Farrhana Bhatt provoke Gaurav Khanna, Anupamaa star says, ‘Power of television dikhaunga’",,,A post shared by JioHotstar Reality (@jiohotstarreality),https://indianexpress.com/article/entertainment/television/bigg-boss-19-tanya-mittal-and-farrhana-bhatt-provoke-gaurav-khanna-anupamaa-actor-reaction-10349833/
1575,2025,Indian Express - Entertainment,1575,"Globe Trotter: SS Rajamouli reveals Prithivraj Sukumaran as Kumbha, fans compare him to ‘demented’ Professor X, Dr Octavius",,,Mahesh Babu;Prithviraj Sukumaran;Priyanka Chopra;SS Rajamouli,https://indianexpress.com/article/entertainment/telugu/globe-trotter-ss-rajamouli-reveals-prithivraj-sukumaran-as-kumbha-fans-compare-him-to-demented-professor-x-dr-octavius-10351101/
1576,2025,Indian Express - Entertainment,1576,"Maharani Season 4 review: Huma Qureshi series needs sharpness, brevity",,,Amit Sial;Darsheel Safary;Huma Qureshi;Huma Qureshi films;Shweta Basu Prasad,https://indianexpress.com/article/entertainment/web-series/maharani-season-4-review-huma-qureshi-show-needs-sharpness-brevity-10351271/
1577,2025,Indian Express - Entertainment,1577,120 Bahadur trailer: Farhan Akhtar’s 120 braves answer China’s betrayal in the Battle of Rezang La. Watch,,,120 Bahadur;farhan akhtar,https://indianexpress.com/article/entertainment/bollywood/120-bahadur-trailer-farhan-akhtars-120-braves-answer-chinas-betrayal-in-the-battle-of-rezang-la-watch-10349320/
1578,2025,Indian Express - Entertainment,1578,"Madhuri Dixit changes ‘Dil Se… Madhuri’ tour description to ‘meet and greet’; fans, who spent up to Rs 40K on tickets, protest",,,A post shared by Madhuri Dixit (@madhuridixitnene),https://indianexpress.com/article/entertainment/bollywood/amid-backlash-madhuri-dixit-changes-dil-se-madhuri-tour-description-to-meet-and-greet-fans-who-spent-upto-rs-40000-on-tickets-protest-10348886/
1579,2025,Indian Express - Entertainment,1579,"Anurag Kashyap says he shares his Mahindra car with daughter, will never buy Audi or Mercedes like Bollywood friends: ‘Their repairs cost more than my car’",,,A post shared by Mahindra Modi (@_mahindra.modi_),https://indianexpress.com/article/entertainment/bollywood/anurag-kashyap-owns-rs-30-lakh-desi-suv-better-than-audi-or-mercedes-10349543/
1580,2025,Indian Express - Entertainment,1580,"Arbaaz Khan snaps at reporter for questioning if he is getting Salman Khan’s support: ‘Everyone’s helpful, not a unique quality in one actor or family’",,,Arbaaz Khan,https://indianexpress.com/article/entertainment/bollywood/arbaaz-khan-snaps-at-reporter-for-bringing-up-salman-khans-support-during-event-everyones-helpful-not-a-unique-quality-in-one-actor-or-family-10349108/
1581,2025,Indian Express - Entertainment,1581,"‘Bobby Deol learned acting at 40, Vicky Kaushal has been working hard since he was 20’: Anurag Kashyap on actors ‘surrendering’ to art",,,Anurag Kashyap;Anurag Kashyap films;Bobby Deol;bollywood;vicky kaushal,https://indianexpress.com/article/entertainment/bollywood/bobby-deol-learned-acting-at-40-vicky-kaushal-has-been-working-hard-since-he-was-20-anurag-kashyap-on-actors-surrendering-to-art-10347232/
1582,2025,Indian Express - Entertainment,1582,"Bollywood actor blackmailed for ‘being gay’ for woman after one-night stand, private detective revealed how he escaped extortion",,,,https://indianexpress.com/article/entertainment/bollywood/gay-bollywood-actor-blackmailed-by-woman-threatened-to-expose-him-escaped-extortion-after-uncovering-her-past-10349222/
1583,2025,Indian Express - Entertainment,1583,"Govinda said ‘naach ke aaye hain’ after performing at an underworld-linked event, says IPS officer; alleges RGV’s Satya and Company were funded by gangsters",,,Govinda;Ram Gopal Varma,https://indianexpress.com/article/entertainment/bollywood/govinda-admitted-naach-ke-aaye-hain-when-he-performed-for-underworld-ips-officer-ram-gopal-varma-satya-company-funded-by-gangsters-10349193/
1584,2025,Indian Express - Entertainment,1584,"Bollywood actor worked as a carpenter, delivered helmet to John Abraham; gave two back-to-back hits and has gone back to school",,,Harshvardhan Rane,https://indianexpress.com/article/entertainment/bollywood/harshvardhan-rane-worked-carpenter-delivered-helmet-john-abraham-100-cr-hits-studying-psychology-10349537/
1585,2025,Indian Express - Entertainment,1585,"Shah Rukh, Deepika, Ranveer, Aamir, Alia’s epic couch pic: ‘They came for Ranbir Kapoor’s emotional birthday,’ says Karan Johar",,,Shared post,https://indianexpress.com/article/entertainment/bollywood/how-shah-rukh-khan-deepika-ranveer-aamir-posed-for-the-epic-photo-on-ranbir-kapoors-emotional-birthday-everyone-we-called-came-10349498/
1586,2025,Indian Express - Entertainment,1586,"‘Yash Johar was raees, not ameer’: Karan Johar says father was ‘rich of heart, humanity’, says everyone in Bollywood will endorse this",,,bollywood;Karan Johar;Yash Johar,https://indianexpress.com/article/entertainment/bollywood/karan-johar-says-dad-yash-johar-would-clap-when-he-did-kathak-was-obsessed-with-him-he-said-my-beta-director-no-1-10349651/
1587,2025,Indian Express - Entertainment,1587,"Karan Johar says God hasn’t made anyone for him, hates to hang out with his married friends: ‘I had no plus one for National Awards’",,,Karan Johar,https://indianexpress.com/article/entertainment/bollywood/karan-johar-says-he-had-no-plus-one-for-national-awards-felt-the-loneliest-when-he-got-the-news-no-one-to-hold-hands-share-the-highs-10349317/
1588,2025,Indian Express - Entertainment,1588,"‘Satish Shah didn’t deserve weeping, mourning’: Ratna Pathak Shah on celebrating actor, says only time she saw him break down was when his wife Madhu was hospitalised",,,Ratna Pathak Shah;Satish Shah,https://indianexpress.com/article/entertainment/bollywood/satish-shah-didnt-deserve-weeping-mourning-ratna-pathak-shah-on-celebrating-actor-says-only-time-he-was-shattered-was-for-wife-madhu-10349224/
1589,2025,Indian Express - Entertainment,1589,Shehnaaz Gill admits she betrayed ex-boyfriend because her expectations weren’t being met: ‘I can’t just keep on giving’,,,Shehnaaz Gill,https://indianexpress.com/article/entertainment/bollywood/shehnaaz-gill-betrayed-ex-boyfriend-expectations-werent-met-you-are-wasting-your-time-10349389/
1590,2025,Indian Express - Entertainment,1590,Twinkle Khanna and Farah Khan take swipe at Ananya Panday for defending Gen Z’s focus on mental health: ‘Traumatised by everything’,,,farah khan,https://indianexpress.com/article/entertainment/bollywood/twinkle-khanna-and-farah-khan-take-a-jibe-at-ananya-panday-for-defending-gen-zs-focus-on-mental-health-10348934/
1591,2025,Indian Express - Entertainment,1591,"Who is Larissa Nery, Brazilian woman mentioned by Rahul Gandhi, and why Aryan Khan’s alleged girlfriend got bombarded?",,,Aryan Khan;bollywood;Rahul Gandhi,https://indianexpress.com/article/entertainment/bollywood/who-is-larissa-nery-brazilian-woman-mentioned-by-rahul-gandhi-and-why-aryan-khans-alleged-girlfriend-got-bombarded-10349444/
1592,2025,Indian Express - Entertainment,1592,Yami Gautam weighs in on Deepika Padukone’s 8-hour shift stance: ‘The idea of time limit is subjective’,,,Yami Gautam,https://indianexpress.com/article/entertainment/bollywood/yami-gautam-defends-deepika-padukones-8-hour-shift-demand-says-male-stars-have-done-it-for-decades-its-an-issue-when-a-woman-says-it-10349004/
1593,2025,Indian Express - Entertainment,1593,"Yami Gautam’s Haq: For Shah Bano, it was ‘izzat ki ladayi,’ says son; she was ‘ashamed’ of ‘being divorced’, lived in ‘terror’ protesters will destroy their house",,,Emraan Hashmi;Shah Bano;Shah Bano case;Yami Gautam,https://indianexpress.com/article/entertainment/bollywood/yami-gautam-haq-shah-bano-fought-izzat-ki-ladayi-thi-says-son-ashamed-being-divorced-at-late-age-lived-in-terror-10349043/
1594,2025,Indian Express - Entertainment,1594,"Emraan Hashmi says an actor uses awards as flush handle, door knob at home, says he doesn’t attend awards: ‘They give me a headache’",,,Emraan Hashmi;salman khan,https://indianexpress.com/article/entertainment/bollywood/years-after-salman-khans-confession-emraan-hashmi-says-an-actor-uses-awards-as-flush-handle-and-door-knob-at-home-10349109/
1595,2025,Indian Express - Entertainment,1595,Avengers star Josh Brolin thought he was having an affair with Taylor Swift; reveals listening to her while driving alone: ‘She’s special’,,,hollywood;Hollywood films;Josh Brolin;ryan reynolds;Taylor Swift;Taylor Swift albums;Taylor Swift songs,https://indianexpress.com/article/entertainment/hollywood/avengers-star-josh-brolin-thought-he-was-having-an-affair-with-taylor-swift-reveals-listening-to-her-while-driving-alone-shes-special-10347350/
1596,2025,Indian Express - Entertainment,1596,Dies Irae box office collection: Pranav Mohanlal film crosses Rs 50 crore mark in six days,,,box office collection,https://indianexpress.com/article/entertainment/malayalam/dies-irae-box-office-collection-pranav-mohanlal-starrer-crosses-rs-50-crore-mark-in-six-days-10349327/
1597,2025,Indian Express - Entertainment,1597,KGF actor Harish Rai passes away,,,KGF,https://indianexpress.com/article/entertainment/regional/kgf-actor-harish-rai-passes-away-10349939/
1598,2025,Indian Express - Entertainment,1598,Varun Chakravarthy once earned Rs 600 per day as junior artiste; now receives $300 daily allowance as Indian cricketer,,,Varun Chakravarthy,https://indianexpress.com/article/entertainment/tamil/cricketer-varun-chakravarthy-once-earned-rs-600-a-day-as-a-junior-artiste-now-receives-300-daily-allowance-10343936/
1599,2025,Indian Express - Entertainment,1599,Kaantha trailer: Dulquer Salman is a matinee idol spiraling out of control. Watch,,,Dulquer Salmaan,https://indianexpress.com/article/entertainment/tamil/kaantha-trailer-dulquer-salman-is-a-matinee-idol-spiraling-out-of-control-10349243/
1600,2025,Indian Express - Entertainment,1600,Madhampatty Rangaraj says marriage to Joy Crizildaa happened ‘under duress’; claims she tried to extort money,,,tamil cinema;Tamil film industry,https://indianexpress.com/article/entertainment/tamil/madhampatty-rangaraj-says-marriage-to-joy-crizildaa-happened-under-duress-10349354/
1601,2025,Indian Express - Entertainment,1601,Jr NTR-Prashanth Neel put rumours to rest as they gear up for next schedule of NTRNEEL: ‘The beast mode is about to ignite again’,,,Jr NTR,https://indianexpress.com/article/entertainment/telugu/jr-ntr-prashanth-neel-put-rumours-to-rest-as-they-gear-up-for-next-schedule-of-ntrneel-10349524/
1602,2025,Indian Express - Entertainment,1602,"2001 was the year when Lagaan, Gadar, Dil Chahta Hai became speedily iconic: 25 Years of Indian Cinema",,,25 years of Indian Cinema;Lagaan,https://indianexpress.com/article/entertainment/bollywood/25-years-of-indian-cinema-with-lagaan-gadar-dil-chahta-hai-2001-changed-our-films-10348199/
1603,2025,Indian Express - Entertainment,1603,"‘I won’t marry again’: Delnaaz Irani says why she won’t tie the knot with boyfriend of 10 years, says bitter divorce turned her superstitious",,,Delnaaz Irani,https://indianexpress.com/article/entertainment/bollywood/after-bitter-divorce-from-rajeev-paul-delnaaz-irani-reveals-why-she-wont-marry-boyfriend-of-10-years-cant-lose-him-10347814/
1604,2025,Indian Express - Entertainment,1604,"‘Akshay Kumar, jaldi uthna bhi sikhade’: Shah Rukh Khan’s witty replies to birthday wishes, wants daughter Suhana to drink less black coffee",,,,https://indianexpress.com/article/entertainment/bollywood/akshay-kumar-jaldi-uthna-bhi-sikhade-shah-rukh-khans-witty-replies-to-birthday-wishes-wants-daughter-suhana-to-drink-less-black-coffee-10346859/
1605,2025,Indian Express - Entertainment,1605,"Amitabh Bachchan makes 47% profit by selling two flats for Rs 12 crore, 13 years after buying them",,,Amitabh Bachchan,https://indianexpress.com/article/entertainment/bollywood/amitabh-bachchan-makes-47-profit-by-selling-two-flats-for-rs-12-crore-13-years-after-buying-them-10347408/
1606,2025,Indian Express - Entertainment,1606,"Anunay Sood, popular travel influencer, passes away at 32; family requests privacy: ‘We ask for your understanding as we navigate this difficult time’",,,A post shared by ANUNAY SOOD | India 🇮🇳 (@anunaysood),https://indianexpress.com/article/entertainment/bollywood/anunay-sood-popular-travel-influencer-passes-away-at-32-cause-of-death-10348883/
1607,2025,Indian Express - Entertainment,1607,Dog left bleeding after being hit with a stick: Actor Payal Ghosh to take legal recourse against house help,,,bollywood,https://indianexpress.com/article/entertainment/bollywood/dog-left-bleeding-hit-with-stick-actor-payal-ghosh-legal-recourse-against-house-help-10347334/
1608,2025,Indian Express - Entertainment,1608,"Twinkle Khanna says a director was after Farah Khan, choreographer says she had to physically kick him out: ‘I was in bed, he sat next to me’",,,farah khan,https://indianexpress.com/article/entertainment/bollywood/farah-khan-recalls-inappropriate-behavior-director-entered-her-room-while-she-was-in-bed-10348102/
1609,2025,Indian Express - Entertainment,1609,"Farah Khan revealed why Dev Anand, Dilip Kumar, Aamir Khan didn’t join Om Shanti Om’s ‘Deewangi Deewangi’: ‘Fardeen Khan got arrested’",,,Shah Rukh Khan,https://indianexpress.com/article/entertainment/bollywood/farah-khan-revealed-why-dev-anand-dilip-kumar-aamir-khan-didnt-join-om-shanti-oms-deewangi-deewangi-fardeen-khan-got-arrested-10347578/
1610,2025,Indian Express - Entertainment,1610,"Pitcher with Rs 16 lakh revenue demands Rs 5 crore valuation on Karan Johar-Manish Malhotra’s show Pitch to Get Rich, shocked judge responds",,,Karan Johar;Manish Malhotra,https://indianexpress.com/article/entertainment/bollywood/pitcher-with-rs-16-lakh-revenue-demands-rs-5-cr-evaluation-on-karan-johar-manish-malhotras-show-pitch-to-get-rich-shocked-judge-responds-10347437/
1611,2025,Indian Express - Entertainment,1611,‘Shah Rukh Khan can be the Iron Man of horror universe’: Thamma director defends item numbers in Ayushmann Khurrana movie,,,Ayushmann Khurana;Rashmika Mandanna;Shah Rukh Khan,https://indianexpress.com/article/entertainment/bollywood/shah-rukh-khan-can-be-the-iron-man-of-horror-universe-thamma-director-defends-item-numbers-in-ayushmann-khurrana-film-10347634/
1612,2025,Indian Express - Entertainment,1612,"Studio backing Gangs of Wasseypur wanted to replace Nawazuddin Siddiqui with a bigger star, recalls Anurag Kashyap: ‘They left the film’",,,Anurag Kashyap;Gangs Of Wasseypur Movie;Nawazuddin Siddiqui,https://indianexpress.com/article/entertainment/bollywood/studio-backing-gangs-of-wasseypur-replace-nawazuddin-siddiqui-bigger-star-anurag-kashyap-10348271/
1613,2025,Indian Express - Entertainment,1613,"Thamma box office collection day 16: Ayushmann Khurrana’s film levels with Ek Deewane Ki Deewaniyat, earns Rs 126 crore",,,Ayushmann Khurrana;box office;box office collection;box office collections;Rashmika Mandanna;Thamma,https://indianexpress.com/article/entertainment/bollywood/thamma-box-office-collection-day-16-ayushmann-khurrana-ek-deewane-ki-deewaniyat-earns-rs-126-cr-10348850/
1614,2025,Indian Express - Entertainment,1614,"After saying physical infidelity isn’t cheating, Twinkle Khanna says ‘older people better at hiding affairs’, have a ‘lot of practice’",,,Ajay Devgn;Akshay Kumar;Ananya Panday;farah khan;Kajol;Twinkle Khanna,https://indianexpress.com/article/entertainment/bollywood/twinkle-khanna-older-people-better-at-hiding-affairs-have-lot-of-practice-10347750/
1615,2025,Indian Express - Entertainment,1615,‘Why does Aryan Khan think Bollywood is a gutter when outsider Shah Rukh only got VIP treatment?’: SRK’s friend questions Ba***ds of Bollywood,,,Aryan Khan;Shah Rukh Khan,https://indianexpress.com/article/entertainment/bollywood/why-does-aryan-khan-think-bollywood-is-a-gutter-when-shah-rukh-only-got-vip-treatment-srks-friend-questions-bads-of-bollywood-10347297/
1616,2025,Indian Express - Entertainment,1616,‘Why would you compare Khushi Kapoor with Sridevi?’ asks outsider Delnaaz Irani: ‘Hate breaks starkids before their debuts’,,,Abhishek Bachchan;agastya nanda;Amitabh Bachchan;Jaya Bachchan,https://indianexpress.com/article/entertainment/bollywood/why-would-you-compare-khushi-kapoor-with-sridevi-asks-outsider-delnaaz-irani-10347374/
1617,2025,Indian Express - Entertainment,1617,"‘Zohran Mamdani was a rapper, rehearsing for Monsoon Wedding’: Namit Das celebrates NY mayor’s ‘historic’ win with throwback pics",,,Shared post,https://indianexpress.com/article/entertainment/bollywood/zohran-mamdani-was-a-rapper-rehearsing-for-monsoon-wedding-new-york-mayor-historic-win-10347946/
1618,2025,Indian Express - Entertainment,1618,"Lee Si Young welcomes second child after divorce with businessman husband, says it is ‘a gift from God’",,,A post shared by 이시영_Lee Si Young (actress)🇰🇷 (@leesiyoung38),https://indianexpress.com/article/entertainment/korean/lee-si-young-welcomes-second-child-after-divorce-with-businessman-husband-10348194/
1619,2025,Indian Express - Entertainment,1619,Malayalam cinema’s first female film star did only 34 movies; brought industry’s first National Award; died ‘mysteriously’ at 37,,,Malayalam Cinema;Malayalam film industry;Once Upon a Time in Mollywood,https://indianexpress.com/article/entertainment/malayalam/malayalam-cinema-first-female-film-star-miss-kumari-34-movies-brought-industry-first-national-award-died-mysteriously-10347439/
1620,2025,Indian Express - Entertainment,1620,"Not Dies Irae, Bhoothakaalam remains director Rahul Sadasivan’s best film; it proves supernatural is less scary than loneliness",,,,https://indianexpress.com/article/entertainment/malayalam/why-bhoothakaalam-remains-dies-irae-director-rahul-sadasivans-best-film-and-how-it-shows-the-supernatural-may-be-less-harmful-than-loneliness-10328329/
1621,2025,Indian Express - Entertainment,1621,35 years of Gunaa: Kamal Haasan is hypnotic in this eternal romantic classic,,,,https://indianexpress.com/article/entertainment/tamil/35-years-of-gunaa-kamal-haasan-is-hypnotic-in-this-eternal-romantic-classic-10346428/
1622,2025,Indian Express - Entertainment,1622,"Vijay breaks silence after Karur stampede, alleges ‘meaningless rumours’ spread against him in aftermath: ‘I was in indescribable pain’",,,tamil cinema;Tamil film industry;Vijay,https://indianexpress.com/article/entertainment/tamil/vijay-breaks-silence-after-karur-stampede-alleges-meaningless-rumours-spread-against-him-10347896/
