id,year,paper,question_no,question_text,word_limit,marks,topic_hint,source_url
1,2025,Indian Express - Entertainment,1,"2022 was the year Aamir Khan’s Laal Singh Chaddha crashed, while Rocket Boys soared: 25 Years of Indian Cinema",,,25 years of Indian Cinema;Aamir Khan;Alia Bhatt;Ranbir Kapoor,https://indianexpress.com/article/entertainment/bollywood/2022-was-the-year-aamir-khan-laal-singh-chaddha-crashed-while-rocket-boys-soared-10398799/
2,2025,Indian Express - Entertainment,2,Aamir Khan beats up Vir Das for making ‘flop’ film Happy Patel Khatarnak Jasoos; asks ‘Yeh film hai?’,,,Aamir Khan;Aamir Khan productions;Imran Khan films;vir das;Vir Das films,https://indianexpress.com/article/entertainment/bollywood/aamir-khan-beats-up-vir-das-flop-film-happy-patel-khatarnak-jasoos-10399621/
3,2025,Indian Express - Entertainment,3,"Akshay Kumar-Priyanka Chopra’s relationship soured; I cut him from my film, says Suneel Darshan: ‘His mistake, why should she suffer?’",,,Akshay Kumar;Priyanka Chopra,https://indianexpress.com/article/entertainment/bollywood/akshay-kumar-priyanka-chopra-relationship-soured-cut-him-film-suneel-darshan-10399684/
4,2025,Indian Express - Entertainment,4,"Amid Sooryavanshi and 83, a small OTT series emerged as the best of 2021: 25 Years of Indian Cinema",,,25 years of Indian Cinema;Akshay Kumar;Ayushmann Khurrana;Huma Qureshi;Ranveer Singh,https://indianexpress.com/article/entertainment/bollywood/amid-sooryavanshi-and-83-a-small-ott-series-emerged-as-the-best-of-2021-10396364/
5,2025,Indian Express - Entertainment,5,Deepika Padukone-Ranveer Singh share loved-up moments at his cousin’s Goa wedding; he walks bride down the aisle,,,Deepika Padukone;Ranveer Singh,https://indianexpress.com/article/entertainment/bollywood/deepika-padukone-ranveer-singh-share-loved-up-moments-at-his-cousins-goa-wedding-he-walks-bride-down-the-aisle-10399250/
6,2025,Indian Express - Entertainment,6,"Dev Anand stopped me from getting plastic surgery, says Shatrughan Sinha: ‘Those cuts will become your…’",,,Dev Anand;Shatrughan Sinha,https://indianexpress.com/article/entertainment/bollywood/dev-anand-stopped-me-from-getting-plastic-surgery-says-shatrughan-sinha-those-cuts-will-become-your-10400006/
7,2025,Indian Express - Entertainment,7,"Dharmendra gifted ancestral property worth Rs 5 cr to his nephew, not his children for this reason",,,Dharmendra,https://indianexpress.com/article/entertainment/bollywood/dharmendra-gifted-ancestral-property-worth-rs-5-cr-to-nephew-not-sunny-deol-esha-deol-10400004/
8,2025,Indian Express - Entertainment,8,"Dharmendra’s quiet funeral was family’s decision, says Hema Malini: ‘Final days were cruel; couldn’t bear…’",,,A post shared by Hamad Al Reyami (CINEMA 🎬)UAE (@hamadreyami),https://indianexpress.com/article/entertainment/bollywood/dharmendra-quiet-funeral-familys-decision-hema-malini-final-days-cruel-10399615/
9,2025,Indian Express - Entertainment,9,"Dhurandhar Movie: Release Date, Trailer, Tickets price, Advance Booking, Box Office Collection Prediction, other details you need to know",,,A post shared by Ranveer Singh (@ranveersingh),https://indianexpress.com/article/entertainment/bollywood/dhurandhar-movie-release-date-trailer-tickets-price-advance-booking-box-office-collection-prediction-other-details-you-need-to-know-10399381/
10,2025,Indian Express - Entertainment,10,‘I faced my jail time with dignity’: Sanjay Dutt says he was convicted ‘without them ever finding a gun’,,,Sanjay Dutt;Sanjay Dutt jail,https://indianexpress.com/article/entertainment/bollywood/i-faced-my-jail-time-with-dignity-sanjay-dutt-says-he-was-convicted-without-them-ever-finding-a-gun-10398640/
11,2025,Indian Express - Entertainment,11,Kantara director Rishab Shetty fails to get a spot on IMDb 2025 list; Ahaan Panday-Aneet Padda emerge as most popular actors,,,Ahaan Panday;Aneet Padda;mohit suri;Rishab Shetty,https://indianexpress.com/article/entertainment/bollywood/kantara-rishab-shetty-nowhere-imdb-list-2025-saiyaara-ahaan-panday-aneet-padda-most-popular-actors-10399493/
12,2025,Indian Express - Entertainment,12,"Kapil Sharma admits TV made him lazy, unfit: ‘Dhele ki mehnat nahi hoti’",,,Kapil Sharma,https://indianexpress.com/article/entertainment/bollywood/kapil-sharma-admits-tv-made-him-lazy-unfit-dhele-ki-mehnat-nahi-hoti-10399495/
13,2025,Indian Express - Entertainment,13,Kartik Aaryan dances at  sister Kritika’s haldi ceremony; their dad has the cutest reaction to wedding hashtag,,,A post shared by Kartik_UK_FanClub 🇬🇧 (@queen._ujji),https://indianexpress.com/article/entertainment/bollywood/kartik-aaryan-dances-at-sister-kritika-haldi-ceremony-wedding-hashtag-tikki-10399260/
14,2025,Indian Express - Entertainment,14,"Malaika Arora says ‘men divorce, marry women half their age’: ‘Everyone says what a man, but a woman is judged’",,,Arbaaz Khan;Arjun Kapoor;Malaika Arora,https://indianexpress.com/article/entertainment/bollywood/malaika-arora-men-divorce-marry-women-half-their-age-arbaaz-khan-sshura-khan-10399843/
15,2025,Indian Express - Entertainment,15,Malini Awasthi slams Rasika Dugal for saying ‘won’t celebrate misogyny’ after playing Beena Tripathi in Mirzapur: ‘ Height of double standards!’,,,animal;Malini Awasthi;mirzapur;Ranbir Kapoor;Rashmika Mandanna;Rasika Dugal,https://indianexpress.com/article/entertainment/bollywood/malini-awasthi-slams-rasika-dugal-wont-celebrate-misogyny-animal-mirzapur-beena-tripathi-10399415/
16,2025,Indian Express - Entertainment,16,Palash Muchhal visits Premanand Maharaj as wedding with Smriti Mandhana remains postponed,,,Smriti Mandhana,https://indianexpress.com/article/entertainment/bollywood/palash-muchhal-visits-premanand-maharaj-as-wedding-with-smriti-mandhana-remains-postponed-10399285/
17,2025,Indian Express - Entertainment,17,Rakul Preet Singh says husband Jackky Bhagnani’s family faced ‘lot of financial loss’ after Akshay Kumar’s Rs 400 cr film tanked: ‘Amitabh Bachchan faced it too’,,,Jackky Bhagnani;Rakul Preet Singh;vashu bhagnani,https://indianexpress.com/article/entertainment/bollywood/rakul-preet-singh-jackky-bhagnani-lot-of-financial-loss-akshay-kumar-rs-400-cr-film-tanked-amitabh-bachchan-10399639/
18,2025,Indian Express - Entertainment,18,Emotional Sunny and Bobby Deol immerse Dharmendra’s ashes in the Ganga at Haridwar amid tight security,,,Dharmendra,https://indianexpress.com/article/entertainment/bollywood/sunny-deol-bobby-deol-hug-immerse-dharmendra-ashes-haridwar-tight-security-10399899/
19,2025,Indian Express - Entertainment,19,"Swara Bhasker felt pressured to ‘lose weight, look hot’ for Veere Di Wedding, recalls wearing bodysuit: ‘I am half-naked’",,,Swara Bhasker,https://indianexpress.com/article/entertainment/bollywood/swara-bhasker-felt-pressurised-to-lose-weight-for-veere-di-wedding-recalls-wearing-bodysuit-10398678/
20,2025,Indian Express - Entertainment,20,"Tere Ishk Mein box office collection day 5: Dhanush, Kriti Sanon’s film crosses Rs 70 cr, surpasses Idli Kadai earning",,,,https://indianexpress.com/article/entertainment/bollywood/tere-ishk-mein-box-office-collection-day-5-dhanush-kriti-sanon-rs-71-cr-idli-kadai-10399372/
21,2025,Indian Express - Entertainment,21,"Zeeshan Ayyub says families were dead against interfaith marriage, they chose Special Marriage Act: ‘She wants to live as a Hindu, I as a Muslim’",,,Zeeshan Ayyub,https://indianexpress.com/article/entertainment/bollywood/zeeshan-ayyub-families-dead-against-interfaith-marriage-special-marriage-act-she-hindu-me-muslim-10399385/
22,2025,Indian Express - Entertainment,22,"Miley Cyrus gets engaged to singer Maxx Morando, flaunts Rs 1.34 crore engagement ring",,,A post shared by Miley Cyrus (@mileycyrus),https://indianexpress.com/article/entertainment/hollywood/miley-cyrus-gets-engaged-to-singer-maxx-morando-flaunts-rs-1-34-crore-engagement-ring-10399526/
23,2025,Indian Express - Entertainment,23,New Harry Potter Dominic McLaughlin reacts to getting a letter from Daniel Radcliffe: ‘It was insane’,,,daniel radcliffe;Daniel Radcliffe films;Harry Potter;Harry Potter series;hollywood,https://indianexpress.com/article/entertainment/hollywood/new-harry-potter-dominic-mclaughlin-reacts-to-getting-a-letter-from-daniel-radcliffe-10398644/
24,2025,Indian Express - Entertainment,24,"Andhra King Taluka movie review: Ram Pothineni, Upendra star in a complex story made too easy, but also endearing",,,telugu;Telugu cinema,https://indianexpress.com/article/entertainment/movie-review/andhra-king-taluka-movie-review-ram-pothineni-upendra-star-in-a-complex-story-made-too-easy-but-also-endearing-10389347/
25,2025,Indian Express - Entertainment,25,"Gustakh Ishq movie review: Vijay Varma, Naseeruddin Shah are up against forced melodrama, flat storytelling",,,Fatima Sana Shaikh;film review;Movie Review;Naseeruddin Shah;review;Sharib Hashmi;Vijay Varma,https://indianexpress.com/article/entertainment/movie-review/gustakh-ishq-movie-review-vijay-varma-naseeruddin-shah-are-up-against-forced-melodrama-10390969/
26,2025,Indian Express - Entertainment,26,"Tere Ishk Mein movie review: Dhanush, Kriti Sanon’s outdated, heavy-on-melodrama film takes us back to dark ages",,,Dhanush;film review;Kriti Sanon;Movie Review;Prakash Raj,https://indianexpress.com/article/entertainment/movie-review/tere-ishk-mein-movie-review-dhanush-kriti-sanon-star-in-outdated-heavy-on-melodrama-film-10391058/
27,2025,Indian Express - Entertainment,27,Zootopia 2 movie review: Zootopia sequel has bark but also bite,,,film review;Movie Review;review,https://indianexpress.com/article/entertainment/movie-review/zootopia-2-movie-review-zootopia-sequel-has-bark-but-also-bite-10391139/
28,2025,Indian Express - Entertainment,28,Shehbaz Badesha on dealing with ‘behen ki kamaai ke palnewala’ tag: ‘Shehnaaz ki kamai khaate rahunga’,,,A post shared by SHEHBAZ BADESHA (@badeshashehbaz),https://indianexpress.com/article/entertainment/television/bigg-boss-19-contestant-shehbaz-badesha-on-dealing-with-behen-ki-kamaai-ke-palnewala-tag-10398060/
29,2025,Indian Express - Entertainment,29,"‘Proud to see Samantha Ruth Prabhu, Raj Nidimoru walking forward with dignity, honesty’: Sister ends rumours about first marriage, shares family pic",,,A post shared by Sheetal Nidimoru (@sheetalnidimoru),https://indianexpress.com/article/entertainment/telugu/proud-to-see-samantha-ruth-prabhu-raj-nidimoru-walking-forward-with-dignity-honesty-sister-ends-rumours-about-first-marriage-shares-family-pic-10399325/
30,2025,Indian Express - Entertainment,30,"Samantha Ruth Prabhu’s ‘friend’ alleges stalking, abuse after her ‘villain plays victim so well’ post goes viral",,,A post shared by Samantha (@samantharuthprabhuoffl),https://indianexpress.com/article/entertainment/telugu/samantha-ruth-prabhu-friend-alleges-stalking-abuse-villain-plays-victim-post-goes-viral-10399829/
31,2025,Indian Express - Entertainment,31,"Abhishek Bachchan among Bollywood’s most successful entrepreneurs: 100x return on kabaddi team, real estate",,,Abhishek Bachchan;bollywood,https://indianexpress.com/article/entertainment/bollywood/abhishek-bachchan-bollywood-most-successful-entrepreneur-100x-return-kabaddi-team-real-estate-10397937/
32,2025,Indian Express - Entertainment,32,Dharmendra’s mom met Hema Malini secretly; Prakash Kaur shared she ‘understands’ what Hema went through,,,Hema Malini,https://indianexpress.com/article/entertainment/bollywood/dharmendra-mom-met-hema-malini-secretly-prakash-kaur-understands-what-hema-faced-10397963/
33,2025,Indian Express - Entertainment,33,"Dhurandhar advance booking: Ranveer Singh’s A-rated film off to a strong start, mints Rs 1.4 cr",,,Akshaye Khanna;Arjun Rampal;bollywood;Ranveer Singh;Sanjay Dutt,https://indianexpress.com/article/entertainment/bollywood/dhurandhar-advance-booking-ranveer-singhs-a-rated-film-off-to-a-strong-start-mints-rs-1-4-cr-10398094/
34,2025,Indian Express - Entertainment,34,"Dhurandhar gets CBFC go-ahead; Mohit Sharma’s brother reacts: ‘Don’t know what data the board relied on, but…’",,,Aditya Dhar;Dhurandhar;Mohit Sharma;Ranveer Singh,https://indianexpress.com/article/entertainment/bollywood/dhurandhar-gets-cbfc-go-ahead-mohit-sharma-brother-reacts-dont-know-data-board-relied-on-10397943/
35,2025,Indian Express - Entertainment,35,Jaya Bachchan says she suffered hearing loss from ‘hearing so much screaming in Parliament’,,,Jaya Bachan;Jaya Bachchan;Shweta Bachchan Nanda,https://indianexpress.com/article/entertainment/bollywood/jaya-bachchan-says-she-suffered-hearing-loss-from-hearing-screaming-in-parliament-10397882/
36,2025,Indian Express - Entertainment,36,"Kareena Kapoor’s nutritionist reveals who’s the fittest Bollywood actor; it’s not Saif Ali Khan, Alia Bhatt",,,Alia Bhatt;Kareena Kapoor Khan;Saif Ali Khan;varun dhawan,https://indianexpress.com/article/entertainment/bollywood/kareena-kapoors-nutritionist-reveals-whos-the-fittest-bollywood-actor-its-not-saif-ali-khan-alia-bhatt-10398199/
37,2025,Indian Express - Entertainment,37,‘My birth certificate was leaked to prove I am illegitimate’: Masaba Gupta recalls hardships mom Neena Gupta faced,,,bollywood;masaba gupta;Neena Gupta;Sir Vivian Richards,https://indianexpress.com/article/entertainment/bollywood/masaba-gupta-birth-certificate-leaked-prove-illegitimate-neena-gupta-viv-richards-affair-10397658/
38,2025,Indian Express - Entertainment,38,Ranbir Kapoor faces angry paparazzi as team brushes them aside after calling them: ‘Message hai humare paas’,,,Ranbir Kapoor,https://indianexpress.com/article/entertainment/bollywood/ranbir-kapoor-faces-angry-paparazzi-as-team-brushes-them-aside-after-calling-them-message-hai-humare-paas-10397460/
39,2025,Indian Express - Entertainment,39,Ranveer Singh apologises for imitating Rishab Shetty’s Kantara act: ‘Intent was to show admiration’,,,Dhurandhar;Kantara;Ranveer Singh;Rishab Shetty,https://indianexpress.com/article/entertainment/bollywood/ranveer-singh-apologises-for-imitating-rishab-shetty-kantara-performance-10397219/
40,2025,Indian Express - Entertainment,40,Ranveer Singh’s Dhurandhar is the longest Bollywood film in last 17 years even after CBFC cuts violent scenes,,,Akshaye Khanna;Arjun Rampal;R Madhavan;Ranveer Singh;Sanjay Dutt,https://indianexpress.com/article/entertainment/bollywood/ranveer-singh-dhurandhar-is-the-longest-bollywood-film-in-last-17-years-even-after-cbfc-cuts-violent-scenes-10398526/
41,2025,Indian Express - Entertainment,41,Altaf Raja says Rajiv Babbar gave him blank cheque for Shapath song; claims Nusrat Fateh Ali Khan charged Rs 5 lakh for ‘Dulhe Ka Sehra’,,,Altaf Raja,https://indianexpress.com/article/entertainment/bollywood/singer-altaf-raja-claims-nusrat-fateh-ali-khan-charged-rs-5-lakh-for-dulhe-ka-sehra-10398496/
42,2025,Indian Express - Entertainment,42,Smriti Mandhana’s brother clarifies whether she is set to marry Palash Muchhal on December 7,,,bollywood;Smriti Mandhana,https://indianexpress.com/article/entertainment/bollywood/smriti-mandhanas-brother-clarifies-whether-she-is-set-to-marry-palash-muchhal-on-december-7-10398426/
43,2025,Indian Express - Entertainment,43,"Sunjay Kapur didn’t give Karisma Kapoor’s kids Rs 1900 cr, says his mother as she questions Priya Sachdev’s claims",,,Sunjay Kapur,https://indianexpress.com/article/entertainment/bollywood/sunjay-kapur-didnt-give-karisma-kapoors-kids-rs-1900-cr-says-his-mother-as-she-questions-priya-sachdevs-claims-10397783/
44,2025,Indian Express - Entertainment,44,Twinkle Khanna says infidelity comment ‘raat gayi baat gayi’ was just a joke: ‘Part of a lighthearted game’,,,Kajol;Karan Johar;Twinkle Khanna,https://indianexpress.com/article/entertainment/bollywood/twinkle-khanna-infidelity-comment-raat-gayi-baat-gayi-just-a-joke-10397407/
45,2025,Indian Express - Entertainment,45,"Vicky Kaushal promises to reveal son’s name, says welcoming child with Katrina Kaif his ‘most grounding moment’",,,A post shared by Vicky Kaushal (@vickykaushal09),https://indianexpress.com/article/entertainment/bollywood/vicky-kaushal-promises-reveal-son-name-katrina-kaif-most-grounding-moment-of-life-10397705/
46,2025,Indian Express - Entertainment,46,Vikrant Massey says his wife went through 30-hours of labour during son’s birth: ‘Men can’t even come close’,,,Vikrant Massey,https://indianexpress.com/article/entertainment/bollywood/vikrant-massey-wife-30-hours-labour-during-son-birth-10397940/
47,2025,Indian Express - Entertainment,47,"Who is Samantha Ruth Prabhu’s husband Raj Nidimoru, one half of hit filmmaking duo behind The Family Man?",,,A post shared by Samantha (@samantharuthprabhuoffl),https://indianexpress.com/article/entertainment/bollywood/who-is-samantha-ruth-prabhu-husband-raj-nidimoru-of-hit-filmmaking-duo-behind-family-man-10397345/
48,2025,Indian Express - Entertainment,48,Avatar Fire and Ash first reactions: James Cameron film is the ‘ultimate spectacle’,,,Avatar;hollywood;james cameron,https://indianexpress.com/article/entertainment/hollywood/avatar-fire-and-ash-first-reactions-james-cameron-film-is-the-ultimate-spectacle-10397819/
49,2025,Indian Express - Entertainment,49,Curious Story Y: Kim Sae-ron’s family claims Kim Soo-hyun blocked TV show proving he dated her as a minor,,,Kim Sae Ron,https://indianexpress.com/article/entertainment/korean/curious-story-y-kim-sae-ron-family-claims-kim-soo-hyun-blocked-tv-show-minor-romance-10397356/
50,2025,Indian Express - Entertainment,50,"Who is Cyanide Mohan, the notorious serial killer who may have inspired Mammootty’s character in Kalamkaval?",,,Malayalam Cinema;Malayalam film industry;Mammootty,https://indianexpress.com/article/entertainment/malayalam/who-is-cyanide-mohan-the-notorious-serial-killer-who-may-have-inspired-mammoottys-character-in-kalamkaval-10383147/
51,2025,Indian Express - Entertainment,51,Amaal Mallik says family can ‘cut him off’ if his words are ‘damaging’: ‘I am the Kabir Singh of music’,,,,https://indianexpress.com/article/entertainment/television/amaal-mallik-says-his-family-can-cut-him-off-if-his-words-are-damaging-to-them-kabir-singh-of-music-10397258/
52,2025,Indian Express - Entertainment,52,Bigg Boss 19 | Emotional Gaurav Khanna defends wife Akanksha not wanting kids: ‘It’s a touchy topic’,,,A post shared by JioHotstar Reality (@jiohotstarreality),https://indianexpress.com/article/entertainment/television/bigg-boss-19-emotional-gaurav-khanna-defends-wife-akanksha-not-wanting-kids-10397414/
53,2025,Indian Express - Entertainment,53,Indian Idol’s Pawandeep Rajan recalls being seriously injured in road accident: ‘No one helped till police arrived’,,,A post shared by Pawandeep Rajan (@pawandeeprajan),https://indianexpress.com/article/entertainment/television/indian-idol-fame-pawandeep-rajan-recalls-being-seriously-injured-in-a-road-accident-10397707/
54,2025,Indian Express - Entertainment,54,SS Rajamouli’s Hanuman comments at Varanasi event like Amitabh Bachchan abusing god in Deewaar: Ram Gopal Varma,,,Rajamouli;Ram Gopal Varma;RGV;SS Rajamouli;Telugu cinema;Telugu film industry;Tollywood,https://indianexpress.com/article/entertainment/telugu/ss-rajamouli-hanuman-comments-varanasi-event-amitabh-bachchan-abusing-god-deewaar-ram-gopal-varma-10397153/
55,2025,Indian Express - Entertainment,55,Seema Pahwa believes it’s the right time for her and Manoj Pahwa to take couple’s therapy: ‘There is loneliness…’,,,angad bedi;Manoj Pahwa;Neha Dhupia;Seema Pahwa,https://indianexpress.com/article/entertainment/web-series/seema-pahwa-believes-its-the-right-time-for-her-manoj-pahwa-to-take-couples-therapy-10397391/
56,2025,Indian Express - Entertainment,56,‘Amitabh Bachchan must have been frustrated in Parliament’: Jaya Bachchan dislikes husband’s ‘not free with his opinion’,,,Amitabh Bachchan;Jaya Bachchan,https://indianexpress.com/article/entertainment/bollywood/amitabh-bachchan-frustrated-in-parliament-jaya-bachchan-dislikes-big-b-not-free-opinion-10395359/
57,2025,Indian Express - Entertainment,57,"Dhurandhar: Mohit Sharma’s brother wants makers to admit if film is based on him, says they’re ‘not looking for any benefit’",,,Aditya Dhar;Dhurandhar;Mohit Sharma;Ranveer Singh,https://indianexpress.com/article/entertainment/bollywood/dhurandhar-mohit-sharma-brother-wants-makers-admit-film-based-on-him-not-looking-benefit-10397078/
58,2025,Indian Express - Entertainment,58,"Farah Khan’s cook Dilip wears her sunglasses, husband Shirish Kunder’s shirt: ‘Kuch bhi chodhdo iske lie..’",,,farah khan,https://indianexpress.com/article/entertainment/bollywood/farah-khan-cook-dilip-wears-her-sunglasses-husband-shirish-kunder-shirt-kuch-bhi-chodhdo-10395744/
59,2025,Indian Express - Entertainment,59,"Farah Khan says she earns more, husband Shirish Kunder doesn’t but they are equals: ‘He bears the brunt of…’",,,farah khan;Main Hoon Na;om shanti om;Shirish Kunder;Tees Maar Khan,https://indianexpress.com/article/entertainment/bollywood/farah-khan-says-she-earns-more-husband-shirish-kunder-doesnt-suffers-being-married-to-me-10397134/
60,2025,Indian Express - Entertainment,60,Inside Samantha Ruth Prabhu-Raj Nidimoru’s intimate wedding: Raj’s ex-wife’s cryptic post; engagement ring worth Rs 1.5 cr,,,A post shared by Shilpa Reddy (@shilpareddy.official),https://indianexpress.com/article/entertainment/bollywood/inside-samantha-ruth-prabhu-raj-nidimoru-intimate-wedding-ex-wife-cryptic-post-engagement-ring-cost-10397121/
61,2025,Indian Express - Entertainment,61,"Sonakshi Sinha and Zaheer Iqbal’s sea-facing home is so massive, Zaheer uses kick scooter to move around",,,Sonakshi Sinha,https://indianexpress.com/article/entertainment/bollywood/inside-sonakshi-sinha-zaheer-iqbals-massive-sea-facing-home-stunning-balcony-giant-walk-in-10395553/
62,2025,Indian Express - Entertainment,62,"Jaya Bachchan reeks of ‘snobbish elitism’, says Ashoke Pandit after her ‘gande kapde’ remark about paparazzi",,,A post shared by Ashoke Pandit (@ashokepandit1),https://indianexpress.com/article/entertainment/bollywood/jaya-bachchan-reeks-of-snobbish-elitism-says-ashoke-pandit-after-her-gande-kapde-remark-about-paparazzi-10396112/
63,2025,Indian Express - Entertainment,63,"Kapil Sharma says his hands shook while romancing heroines in front of wife Ginni, she accepts, ‘I get jealous’",,,Kapil Sharma,https://indianexpress.com/article/entertainment/bollywood/kapil-sharma-hands-shook-romancing-heroines-wife-ginni-kis-kisko-pyaar-karoon-2-set-10395749/
64,2025,Indian Express - Entertainment,64,"Katrina Kaif’s makeup brand hits Rs 350 cr in gross sales, among Nykaa’s top 5 brands despite Deepika being its ambassador",,,Deepika Padukone;Katrina Kaif,https://indianexpress.com/article/entertainment/bollywood/katrina-kaifs-kay-beauty-hits-rs-350-cr-in-gross-revenue-becomes-top-5-brand-on-nykaa-despite-deepika-padukone-as-global-ambassador-10396048/
65,2025,Indian Express - Entertainment,65,"Madhuri Dixit reveals husband Shriram hadn’t watched her films, only knew Amitabh Bachchan: ‘He asked me what I do…’",,,madhuri dixit nene,https://indianexpress.com/article/entertainment/bollywood/madhuri-dixit-reveals-husband-shriram-nene-hadnt-watched-her-films-only-knew-amitabh-bachchan-10396325/
66,2025,Indian Express - Entertainment,66,Madhuri Dixit says she works 12-hour days amid Deepika Padukone’s 8-hour shift debate; calls herself a ‘workaholic’,,,Deepika Padukone;madhuri dixit nene,https://indianexpress.com/article/entertainment/bollywood/madhuri-dixit-works-12-hour-days-deepika-padukone-8-hour-shift-workaholic-10397210/
67,2025,Indian Express - Entertainment,67,Ram Gopal Varma asks what’s wrong with objectifying Sridevi as ‘thunder thighs’: ‘If she had thin legs…’,,,Ram Gopal Varma;RGV;Sridevi,https://indianexpress.com/article/entertainment/bollywood/ram-gopal-varma-asks-whats-wrong-objectifying-sridevi-thunder-thighs-if-she-had-thin-legs-10396412/
68,2025,Indian Express - Entertainment,68,"Shahid Kapoor says parents Pankaj Kapur-Neelima Azim divorced when he was 3, never used his dad’s name",,,mira kapoor;Pankaj Kapur;Shahid Kapoor,https://indianexpress.com/article/entertainment/bollywood/shahid-kapoor-parents-pankaj-kapur-neelima-azim-divorced-when-he-was-3-void-10396047/
69,2025,Indian Express - Entertainment,69,Shweta Tripathi aka Golu Gupta reveals Mirzapur film shooting still going on: ‘We haven’t seen this in the series’,,,mirzapur;Shweta Tripathi,https://indianexpress.com/article/entertainment/bollywood/shweta-tripathi-aka-golu-gupta-reveals-mirzapur-film-shooting-still-going-on-we-havent-seen-this-in-the-series-10395878/
70,2025,Indian Express - Entertainment,70,"Tere Ishk Mein box office collection day 4: Dhanush, Kriti Sanon’s film surpasses Raanjhanaa, earns Rs 60 crore",,,box office;box office collection;Dhanush;Kriti Sanon,https://indianexpress.com/article/entertainment/bollywood/tere-ishk-mein-box-office-collection-day-4-dhanush-kriti-sanon-surpasses-raanjhanaa-rs-60-crore-10397104/
71,2025,Indian Express - Entertainment,71,Vijay Varma says he had to ‘up my game’ to work with Naseeruddin Shah: ‘He has played Ghalib; I had lost my lehja’,,,,https://indianexpress.com/article/entertainment/bollywood/vijay-varma-says-had-to-up-my-game-to-work-with-naseeruddin-shah-played-ghalib-lost-lehja-10395469/
72,2025,Indian Express - Entertainment,72,"Dulquer Salmaan says he won’t even get a chair on Bollywood sets, was pushed around: ‘Unless you come in a big car…’",,,Dulquer Salmaan;dulquer salmaan hit films;dulquer salmaan movies,https://indianexpress.com/article/entertainment/malayalam/dulquer-salmaan-recalls-being-pushed-around-on-bollywood-sets-says-bollywood-is-about-perception-10396575/
73,2025,Indian Express - Entertainment,73,"Kalamkaval teaser: Mammootty hints at his darkest role yet, says ‘Killing a human gives greatest pleasure’",,,Malayalam Cinema;Malayalam film industry;Mammootty,https://indianexpress.com/article/entertainment/malayalam/kalamkaval-movie-new-teaser-mammootty-and-vinayakan-may-be-2-sides-of-same-coin-watch-10396537/
74,2025,Indian Express - Entertainment,74,Malayalam cinema’s first Rs 100 cr grosser was made on Rs 25 crore budget; its record remained unbroken for 7 years,,,Malayalam Cinema;Malayalam film industry;Mohanlal;Once Upon a Time in Mollywood,https://indianexpress.com/article/entertainment/malayalam/malayalam-cinema-first-rs-100-cr-film-mohanlal-rs-25-crore-budget-record-unbroken-7-years-10396108/
75,2025,Indian Express - Entertainment,75,Malayalam producers explain why they get just Rs 55 cr when a movie grosses Rs 150 cr: ‘There are payments…’,,,Malayalam Cinema;Malayalam film industry,https://indianexpress.com/article/entertainment/malayalam/malayalam-producers-explain-why-they-get-rs-55-crore-when-a-movie-grosses-rs-150-crore-10395879/
76,2025,Indian Express - Entertainment,76,"Mohanlal–Jeethu Joseph’s Drishyam 3 enters Rs 350 cr club after record pre-release business, reveals Thudarum producer",,,Drishyam;Malayalam Cinema;Malayalam film industry;Mohanlal,https://indianexpress.com/article/entertainment/malayalam/mohanlal-film-drishyam-3-enters-rs-350-crore-club-after-record-pre-release-business-10395812/
77,2025,Indian Express - Entertainment,77,Ashnoor Kaur confirms attending Bigg Boss 19 grand finale after her ‘abrupt eviction’: ‘I want either Pranit More or Gaurav Khanna to win’,,,A post shared by Ashnoor Kaur (@ashnoorkaur),https://indianexpress.com/article/entertainment/television/ashnoor-kaur-confirms-attending-bigg-boss-19-grand-finale-after-her-abrupt-eviction-10395292/
78,2025,Indian Express - Entertainment,78,Ashnoor Kaur says Tanya Mittal was laughing two minutes after she was hit: ‘I genuinely felt it was drama’,,,A post shared by JioHotstar Reality (@jiohotstarreality),https://indianexpress.com/article/entertainment/television/ashnoor-kaur-says-tanya-mittal-was-laughing-two-minutes-after-she-was-hit-i-genuinely-felt-it-was-drama-10396000/
79,2025,Indian Express - Entertainment,79,Samantha Ruth Prabhu flaunts massive but unconventional wedding ring; had once asked Sadhguru why life’s unfair,,,Raj Nidimoru;Samantha Ruth Prabhu,https://indianexpress.com/article/entertainment/telugu/samantha-ruth-prabhu-flaunts-massive-but-unconventional-wedding-ring-had-once-asked-sadhguru-why-lifes-unfair-10395808/
80,2025,Indian Express - Entertainment,80,"Ranveer Singh draws flak for Kantara imitation, calling daiva a ‘female ghost’",,,Kantara Chapter 1;Ranveer Singh;Rishab Shetty,https://indianexpress.com/article/entertainment/bollywood/actor-ranveer-singh-draws-flak-for-kantara-imitation-calling-daiva-a-female-ghost-10394332/
81,2025,Indian Express - Entertainment,81,Sophie Choudry hits back at fan asking how she survived Bollywood ‘bina kaam ke’: ‘I am the No 1 female host for live events’,,,Sophie Choudry,https://indianexpress.com/article/entertainment/bollywood/actress-sophie-choudry-hits-back-at-fan-asking-how-she-survived-bollywood-bina-kaam-ke-10393822/
